Title,Date
"Family Guy: Sesong 14: Peter, Chris & Brian","29.04.2020"
"Family Guy: Sesong 14: Peternormal Activity","29.04.2020"
"Family Guy: Sesong 14: Guy, Robot","29.04.2020"
"Ray","15.04.2020"
"Dear John","14.04.2020"
"Family Guy: Sesong 14: Papa Has a Rollin' Son","06.04.2020"
"Hullet","29.03.2020"
"Due Date","28.03.2020"
"Pokémon: Detective Pikachu","14.03.2020"
"Pokémon: Mewtwo slår tilbake—Evolution","01.03.2020"
"Just Like Heaven","01.03.2020"
"Gone Girl","22.02.2020"
"Captain Phillips","21.02.2020"
"Skyscraper","21.02.2020"
"Ocean's 13","08.02.2020"
"Uncut Gems","02.02.2020"
"You: Sesong 2: Love, Actually","02.02.2020"
"Ikke k*dd med katter: På jakt etter en Internett-morder: Miniserie: Katt og mus","02.02.2020"
"Explained: Sesong 2: Diamonds","02.02.2020"
"Escape Plan 2: Hades","02.02.2020"
"Sex Education: Sesong 2: Episode 8","02.02.2020"
"Sex Education: Sesong 2: Episode 7","01.02.2020"
"You: Sesong 2: P.I. Joe","01.02.2020"
"You: Sesong 2: Fear and Loathing in Beverly Hills","01.02.2020"
"You: Sesong 2: Ex-istential Crisis","01.02.2020"
"You: Sesong 2: Farewell, My Bunny","01.02.2020"
"You: Sesong 2: Have a Good Wellkend, Joe!","30.01.2020"
"You: Sesong 2: The Good, the Bad, & the Hendy","30.01.2020"
"You: Sesong 2: What Are Friends For?","30.01.2020"
"You: Sesong 2: Just the Tip","29.01.2020"
"You: Sesong 2: A Fresh Start","29.01.2020"
"Jurassic World: Fallen Kingdom","29.01.2020"
"The Mind, Explained: Sesong 1: Angst","26.01.2020"
"The Mind, Explained: Sesong 1: Drømmer","26.01.2020"
"The Mind, Explained: Sesong 1: Hukommelse","26.01.2020"
"Pacific Rim: Uprising","25.01.2020"
"You: Sesong 1: Bluebeard's Castle","24.01.2020"
"You: Sesong 1: Candace","24.01.2020"
"You: Sesong 1: You Got Me, Babe","24.01.2020"
"You: Sesong 1: Everythingship","23.01.2020"
"You: Sesong 1: Amour Fou","23.01.2020"
"You: Sesong 1: Living with the Enemy","23.01.2020"
"Pokémon-serien: Sol og måne: Sol og måne – Ultraeventyr: Et drømmemøte!","21.01.2020"
"Pokémon-serien: Sol og måne: Sol og måne: Når regioner kolliderer!","21.01.2020"
"Pokémon-serien: Sol og måne: Sol og måne: Alola, Kanto!","21.01.2020"
"Pokémon-serien: Sol og måne: Sol og måne: Dexen skal fylles!","21.01.2020"
"Pokémon-serien: Sol og måne: Sol og måne: Vokterens utfordring!","21.01.2020"
"Sex Education: Sesong 2: Episode 6","19.01.2020"
"Sex Education: Sesong 2: Episode 5","19.01.2020"
"Sex Education: Sesong 2: Episode 4","19.01.2020"
"Assassin's Creed","13.01.2020"
"Superbad","03.01.2020"
"Kevin Hart: Don’t F**k This Up: Sesong 1: 24/Kevin","03.01.2020"
"The Witcher: Sesong 1: Four Marks","02.01.2020"
"The Witcher: Sesong 1: The End’s Beginning","02.01.2020"
"Interstellar","28.12.2019"
"Ocean's Twelve","27.12.2019"
"We're the Millers","26.12.2019"
"Roman J. Israel, Esq.","26.12.2019"
"Ocean's Eleven","22.12.2019"
"Inception","21.12.2019"
"Fifty Shades Freed","20.12.2019"
"Mission: Impossible - Fallout","12.12.2019"
"The Irishman","01.12.2019"
"24-timers krigen","28.11.2019"
"Shutter Island","22.11.2019"
"Now You See Me","17.11.2019"
"Jack Reacher","17.11.2019"
"True Story","16.11.2019"
"Catch Me If You Can","16.11.2019"
"Divergent-serien: Allegiant","10.11.2019"
"Insurgent","10.11.2019"
"Divergent","09.11.2019"
"Pokémon-serien: Sol og måne: Sol og måne: Alola til nye eventyr!","09.11.2019"
"Narcos: Sesong 1: Avgang","07.11.2019"
"Narcos: Sesong 1: La Catedral","07.11.2019"
"Narcos: Sesong 1: Den store løgnen","02.11.2019"
"Narcos: Sesong 1: Tårer av blod","02.11.2019"
"Narcos: Sesong 1: Explosivos","02.11.2019"
"Family Guy: Sesong 14: Pilling Them Softly","27.10.2019"
"Family Guy: Sesong 13: Take My Wife","27.10.2019"
"Family Guy: Sesong 13: Fighting Irish","27.10.2019"
"Narcos: Sesong 3: Todos Los Hombres del Presidente","26.10.2019"
"Family Guy: Sesong 13: Roasted Guy","25.10.2019"
"Family Guy: Sesong 13: Once Bitten","25.10.2019"
"Family Guy: Sesong 13: #JOLO","25.10.2019"
"Family Guy: Sesong 13: Dr. C & the Women","20.10.2019"
"Family Guy: Sesong 13: Stewie Is Enceinte","19.10.2019"
"Family Guy: Sesong 13: Encyclopedia Griffin","19.10.2019"
"Family Guy: Sesong 13: Quagmire's Mom","19.10.2019"
"Family Guy: Sesong 13: This Little Piggy","18.10.2019"
"Family Guy: Sesong 13: Our Idiot Brian","18.10.2019"
"Family Guy: Sesong 13: Stewie, Chris & Brian's Excellent Adventure","18.10.2019"
"Family Guy: Sesong 13: The 2000-Year-Old Virgin","18.10.2019"
"Family Guy: Sesong 13: Turkey Guys","18.10.2019"
"Family Guy: Sesong 13: Brian the Closer","16.10.2019"
"Family Guy: Sesong 13: Baking Bad","16.10.2019"
"Family Guy: Sesong 13: Book of Joe","15.10.2019"
"Family Guy: Sesong 13: The Simpsons Guy – del 2","15.10.2019"
"Family Guy: Sesong 13: The Simpsons Guy – del 1","13.10.2019"
"Family Guy: Sesong 12: 3 Acts of God","13.10.2019"
"Family Guy: Sesong 12: Chap Stewie","13.10.2019"
"Family Guy: Sesong 12: He's Bla-Ack!","13.10.2019"
"Family Guy: Sesong 12: Meg Stinks!","12.10.2019"
"Family Guy: Sesong 12: Baby Got Black","12.10.2019"
"Family Guy: Sesong 12: The Most Interesting Man in the World","11.10.2019"
"Family Guy: Sesong 12: Harpe the Love Sore","11.10.2019"
"Family Guy: Sesong 12: Fresh Heir","11.10.2019"
"Family Guy: Sesong 12: Secondhand Spoke","11.10.2019"
"Family Guy: Sesong 12: Mom's the Word","10.10.2019"
"Family Guy: Sesong 12: Brian's a Bad Father","10.10.2019"
"Family Guy: Sesong 12: Grimm Job","08.10.2019"
"Family Guy: Sesong 12: Peter Problems","07.10.2019"
"Family Guy: Sesong 12: Christmas Guy","07.10.2019"
"Family Guy: Sesong 12: Into Harmony's Way","07.10.2019"
"Family Guy: Sesong 12: Life of Brian","06.10.2019"
"Family Guy: Sesong 12: Boopa-Dee Bappa-Dee","06.10.2019"
"Family Guy: Sesong 12: A Fistful of Meg","06.10.2019"
"Family Guy: Sesong 12: Quagmire's Quagmire","06.10.2019"
"Family Guy: Sesong 12: Vestigial Peter","05.10.2019"
"Family Guy: Sesong 12: Finders Keepers","05.10.2019"
"Big Mouth: Sesong 2: Am I Normal?","05.10.2019"
"Downsizing","04.10.2019"
"Avengers: Infinity War","04.10.2019"
"Race","03.10.2019"
"A Star Is Born","03.10.2019"
"Snowden","28.09.2019"
"Historien om Pi","27.09.2019"
"Moneyball","27.09.2019"
"Koden Bill Gates: Et portrett av en filantrop: Miniserie: Del 1","23.09.2019"
"Den store Gatsby","06.09.2019"
"Star Wars: The Last Jedi","06.09.2019"
"Orange Is the New Black: Sesong 3: Kompiskonvertering","02.09.2019"
"Orange Is the New Black: Sesong 3: Løgn og bedrag","23.08.2019"
"Orange Is the New Black: Sesong 3: Rettskaffen lesbe","23.08.2019"
"Orange Is the New Black: Sesong 3: Empati ødelegger alt","22.08.2019"
"Orange Is the New Black: Sesong 3: Vegglus, flatlus og andre kryp","20.08.2019"
"Orange Is the New Black: Sesong 3: Morsdagen","20.08.2019"
"Orange Is the New Black: Sesong 2: Man skal ikke plage andre …","19.08.2019"
"Orange Is the New Black: Sesong 2: Det var overgangen","17.08.2019"
"Orange Is the New Black: Sesong 2: Fortell det til Følelseskrukken","17.08.2019"
"Orange Is the New Black: Sesong 2: Liten bartejævel","16.08.2019"
"Orange Is the New Black: Sesong 2: Permisjon til virkeligheten","16.08.2019"
"Orange Is the New Black: Sesong 2: Størrelsen teller","16.08.2019"
"Orange Is the New Black: Sesong 2: En klem er en klem er en …","12.08.2019"
"Orange Is the New Black: Sesong 2: Ser blå ut, smaker rød","12.08.2019"
"Orange Is the New Black: Sesong 2: Jeg kaller den tørst fugl","07.08.2019"
"Orange Is the New Black: Sesong 1: Det finnes ingen kur for galskap","07.08.2019"
"Orange Is the New Black: Sesong 1: Gråt ikke over spilt melk","07.08.2019"
"Orange Is the New Black: Sesong 1: Høye følsomme menn","07.08.2019"
"Orange Is the New Black: Sesong 1: Rød kurir","07.08.2019"
"Orange Is the New Black: Sesong 1: Bora Bora Bora","06.08.2019"
"Orange Is the New Black: Sesong 1: Helvetesweekend","06.08.2019"
"Orange Is the New Black: Sesong 1: Blodsmultring","05.08.2019"
"Orange Is the New Black: Sesong 1: Kvinnerådet","05.08.2019"
"Orange Is the New Black: Sesong 1: Høna","05.08.2019"
"Orange Is the New Black: Sesong 1: Fantasifiender","05.08.2019"
"Orange Is the New Black: Sesong 1: Lesbisk forespørsel avvist","04.08.2019"
"Orange Is the New Black: Sesong 1: Puppeangrep","04.08.2019"
"Minecraft: Eventyrmodus: Sesong 1: Steinordenen","04.08.2019"
"Orange Is the New Black: Sesong 1: Jeg var ikke klar","04.08.2019"
"Minecraft: Eventyrmodus: Sesong 1: Ordenen ser opp!","04.08.2019"
"The Butler","19.07.2019"
"Den enestående Will Hunting","19.07.2019"
"Jakten på lykke","22.04.2019"
"Fast & Furious 8","21.04.2019"
"The Departed","20.04.2019"
"Den utfordrende villmarken: Sesong 1: På redningsoppdrag i jungelen – del 2","15.04.2019"
"Den utfordrende villmarken: Sesong 1: På redningsoppdrag i jungelen – del 1","15.04.2019"
"Da Vinci koden","15.04.2019"
"Hitch","14.04.2019"
"The Mummy","31.03.2019"
"Spider-Man: Homecoming","30.03.2019"
"Thor: Ragnarok","28.03.2019"
"Grusomme meg 3","24.03.2019"
"Rampage","14.02.2019"
"Avengers: Age of Ultron","31.01.2019"
"The Avengers","30.01.2019"
"Ready Player One","25.01.2019"
"The Revenant","25.01.2019"
"Sherlock Holmes: A Game of Shadows","15.01.2019"
"Life","13.01.2019"
"Bird Box","02.01.2019"
"The 40-Year-Old Virgin","29.12.2018"
"Thor: The Dark World","22.12.2018"
"Thor","22.12.2018"
"Mowgli","16.12.2018"
"Ant-Man","16.12.2018"
"Up in the Air","30.11.2018"
"Gold","29.11.2018"
": ","18.11.2018"
": ","18.11.2018"
": ","18.11.2018"
"Mitt navn er Radio","04.11.2018"
"Guardians of the Galaxy Vol. 2","01.11.2018"
"Burnt","26.10.2018"
"Pirates of the Caribbean: Salazar's Revenge","23.10.2018"
"The Blind Side","22.10.2018"
"The Affair: Sesong 2: Episode 4","16.10.2018"
": ","13.10.2018"
": ","12.10.2018"
": ","12.10.2018"
": ","12.10.2018"
"The Affair: Sesong 2: Episode 3","09.10.2018"
"The Affair: Sesong 2: Episode 2","09.10.2018"
"The Affair: Sesong 2: Episode 1","09.10.2018"
"Top Gear: Sesong 19: Africa Spesial","01.10.2018"
"Top Gear: Sesong 20: Episode 3","01.10.2018"
"Top Gear: Sesong 22: Episode 7","01.10.2018"
"Top Gear: Sesong 22: Episode 8","01.10.2018"
"Top Gear: Sesong 18: Episode 7","01.10.2018"
"Mumien: Dragekeiserens grav","07.09.2018"
"Top Gear: Sesong 21: Episode 3","19.08.2018"
"Amerika for Mine Føtter","19.08.2018"
"Glacé – iskalde lik: Sesong 1: Episode 3","18.08.2018"
"Wonder Woman","15.08.2018"
"Masterminds","15.08.2018"
"Kyss meg","28.07.2018"
"De urørlige","20.07.2018"
"Grimsby","15.07.2018"
"Gåten Ragnarok","15.07.2018"
"Battleship","09.07.2018"
"Mamma Mia!","15.06.2018"
"Den fantastiske historien om Benjamin Button","09.06.2018"
"Journey 2: Den mystiske øya","20.05.2018"
"Rush","18.05.2018"
"Money Monster","22.04.2018"
"Kung Fu Panda","08.04.2018"
"Lost City of Z","18.03.2018"
"Marvel's Iron Fist: Sesong 1: Snow Gives Way","18.03.2018"
"Kygo: Live at the Hollywood Bowl","18.03.2018"
"Suicide Squad","18.03.2018"
"London Has Fallen","17.03.2018"
"Fifty Shades of Black","17.03.2018"
"The Legend of Tarzan","14.03.2018"
"Kong: Skull Island","11.03.2018"
"Sherlock Holmes","06.03.2018"
"CHIPS","27.02.2018"
"Ali","27.02.2018"
"Creed - The Legacy of Rocky","27.02.2018"
"Captain America: Civil War","25.02.2018"
"Captain America:  The Winter Soldier","24.02.2018"
"Captain America: The First Avenger","23.02.2018"
"When We First Met","18.02.2018"
"The Aviator","17.02.2018"
"Romvesener: Kontakt fra verdensrommet","10.02.2018"
"Johnny English Reborn","09.02.2018"
"Going in Style","03.02.2018"
"Prison Break: Sesong 2: Sweet Caroline","02.02.2018"
"Terminalen","22.01.2018"
"Spotlight","21.01.2018"
"Narcos: Sesong 3: Convivir","10.01.2018"
"Narcos: Sesong 3: Sin Salida","10.01.2018"
"Narcos: Sesong 3: Best Laid Plans","30.12.2017"
"Narcos: Sesong 3: MRO","30.12.2017"
"Narcos: Sesong 3: Checkmate","30.12.2017"
"Narcos: Sesong 3: Follow the Money","29.12.2017"
"Narcos: Sesong 3: The Cali KGB","29.12.2017"
"Narcos: Sesong 3: The Kingpin Strategy","29.12.2017"
"Narcos: Sesong 2: ¡Al fin cayó!","29.12.2017"
"Narcos: Sesong 2: Nuestra finca","29.12.2017"
"Narcos: Sesong 2: El Patrón på flukt","29.12.2017"
"Chernobyl Diaries","25.12.2017"
"Bright","23.12.2017"
"Kon-Tiki","25.11.2017"
"We Were Soldiers","23.10.2017"
"Big Game","20.10.2017"
"Frihetens regn","08.10.2017"
"Transcendence","06.10.2017"
"That Awkward Moment","06.10.2017"
"Big Mouth: Sesong 1: The Pornscape","06.10.2017"
"Big Mouth: Sesong 1: I Survived Jessi's Bat Mitzvah","06.10.2017"
"Big Mouth: Sesong 1: The Head Push","05.10.2017"
"Big Mouth: Sesong 1: Requiem for a Wet Dream","05.10.2017"
"Big Mouth: Sesong 1: Pillow Talk","05.10.2017"
"Big Mouth: Sesong 1: Girls Are Horny Too","05.10.2017"
"Big Mouth: Sesong 1: Sleepover: A Harrowing Ordeal of Emotional Brutality","05.10.2017"
"Big Mouth: Sesong 1: Am I Gay?","04.10.2017"
"Big Mouth: Sesong 1: Everybody Bleeds","04.10.2017"
"Big Mouth: Sesong 1: Ejaculation","04.10.2017"
"Lights Out","03.10.2017"
"Mac & Devin Go to High School","03.10.2017"
"Paranormal Activity: The Ghost Dimension","03.10.2017"
"Riphagen","29.09.2017"
"Don't Knock Twice","28.09.2017"
"Southpaw","22.09.2017"
"Point Break","16.09.2017"
"The Hangover","09.09.2017"
"The Sitter","08.09.2017"
"Tre konger","08.09.2017"
"Piranha","05.09.2017"
"Nå eller aldri","17.08.2017"
"Naked","17.08.2017"
"War Dogs","16.08.2017"
"Den gode dinosaur","16.08.2017"
"Trust","02.08.2017"
"Stasis","24.07.2017"
"Hotell Transylvania 2","24.07.2017"
"Pixels","09.07.2017"
"The Amazing Spider-Man","08.07.2017"
"F is for Family: Sesong 2: Pray Away","09.06.2017"
"F is for Family: Sesong 2: F Is for Fixing It","09.06.2017"
"F is for Family: Sesong 2: Fight Night","09.06.2017"
"F is for Family: Sesong 2: This Is Not Good","09.06.2017"
"F is for Family: Sesong 2: Breaking Bill","09.06.2017"
"F is for Family: Sesong 2: A Girl Named Sue","07.06.2017"
"F is for Family: Sesong 2: Heavy Sledding","07.06.2017"
"F is for Family: Sesong 1: O Holy Moly Night","06.06.2017"
"F is for Family: Sesong 1: Bill Murphy’s Day Off","06.06.2017"
"F is for Family: Sesong 1: 'F' is for Halloween","06.06.2017"
"F is for Family: Sesong 1: The Trough","06.06.2017"
"F is for Family: Sesong 1: Saturday Bloody Saturday","05.06.2017"
"F is for Family: Sesong 1: The Bleedin’ in Sweden","05.06.2017"
"The Nut Job","05.06.2017"
"Det regner kjøttboller 2","02.06.2017"
"Satanic","24.05.2017"
"Peppa Gris: Sesong 2: Mysterier / Georgs venn / Herr fugleskremsel / En stormfull høstdag","20.05.2017"
"Peppa Gris: Sesong 2: Bobler / Emily Elefant / Polly på ferie / Teddys landtur","20.05.2017"
"I Am Legend","20.05.2017"
"Grown Ups","20.05.2017"
"Merkelige dødsfall: Sesong 2: Rich and Famous Deaths","09.05.2017"
"Første kontakt: Amazonas isolerte stammer","02.05.2017"
"The Conjuring 2","29.04.2017"
"Blue Mountain State: The Rise of Thadland","27.04.2017"
"Blue Mountain State: Sesong 3: Death Penalty","24.04.2017"
"Blue Mountain State: Sesong 3: One Week","23.04.2017"
"Blue Mountain State: Sesong 3: The C-Word","23.04.2017"
"Blue Mountain State: Sesong 3: Fun Facts","23.04.2017"
"Blue Mountain State: Sesong 3: Superstition","23.04.2017"
"Blue Mountain State: Sesong 3: Blackout","23.04.2017"
"Blue Mountain State: Sesong 3: Dic Pics","21.04.2017"
"Blue Mountain State: Sesong 3: The Captain","18.04.2017"
"Blue Mountain State: Sesong 2: Riot","17.04.2017"
"Blue Mountain State: Sesong 2: Trap Game","14.04.2017"
"Blue Mountain State: Sesong 2: Drunk Tank","14.04.2017"
"Blue Mountain State: Sesong 2: Hockey","14.04.2017"
"Blue Mountain State: Sesong 2: The Badger","14.04.2017"
"Blue Mountain State: Sesong 1: Rivalry Weekend","14.04.2017"
"Blue Mountain State: Sesong 2: Vision Quest","14.04.2017"
"Blue Mountain State: Sesong 2: Debra","13.04.2017"
"Blue Mountain State: Sesong 2: Nerds","13.04.2017"
"Blue Mountain State: Sesong 2: Pregnant","13.04.2017"
"Blue Mountain State: Sesong 2: Pay for Play","13.04.2017"
"Blue Mountain State: Sesong 2: Born Again","13.04.2017"
"Blue Mountain State: Sesong 2: The Fingering","13.04.2017"
"Blue Mountain State: Sesong 2: Controversy","13.04.2017"
"Blue Mountain State: Sesong 1: Bowl Game","13.04.2017"
"Blue Mountain State: Sesong 1: Piss Test","13.04.2017"
"Blue Mountain State: Sesong 1: Ransom","13.04.2017"
"Blue Mountain State: Sesong 1: Marathon Monday","12.04.2017"
"Blue Mountain State: Sesong 1: Midterms","12.04.2017"
"Blue Mountain State: Sesong 1: LAX","12.04.2017"
"Blue Mountain State: Sesong 1: The Legend of Golden Arm","12.04.2017"
"Blue Mountain State: Sesong 1: Drug Olympics","12.04.2017"
"Blue Mountain State: Sesong 1: There's Only One Second Best","12.04.2017"
"Blue Mountain State: Sesong 1: Pocket P*ssy","12.04.2017"
"Blue Mountain State: Sesong 1: Promise Ring","12.04.2017"
"Blue Mountain State: Sesong 1: It's Called Hazing, Look It Up","12.04.2017"
"Top Gear: Sesong 21: Episode 2","11.04.2017"
"Top Gear: Sesong 22: Episode 4","09.04.2017"
"Top Gear: Sesong 22: Episode 3","09.04.2017"
"Top Gear: Sesong 22: Episode 2","06.04.2017"
"Top Gear: Sesong 22: Patagonia Special: Del 2","03.04.2017"
"Top Gear: Sesong 22: Patagonia Special: Del 1","03.04.2017"
"How to Be Single","11.03.2017"
"Push","04.03.2017"
"Top Gear: Sesong 17: India Spesial","28.02.2017"
"Top Gear: Sesong 16: Episode 7","28.02.2017"
"Top Gear: Sesong 15: East Coast Road Trip","28.02.2017"
"Top Gear: Sesong 14: The Bolivia Spesial","27.02.2017"
"Man of Steel","27.02.2017"
"Pacific Rim","26.02.2017"
"Imperial Dreams","24.02.2017"
"Halo: The Fall of Reach","24.02.2017"
"Chappie","21.02.2017"
"Den uendelige historien","07.02.2017"
"The 33","14.01.2017"
"The Expanse: Sesong 1: Dulcinea","14.01.2017"
"ARQ","05.01.2017"
"2012","04.01.2017"
"Top Gear: Sesong 21: Burma Special: Del 2","26.12.2016"
"Top Gear: Sesong 21: Burma Special: Del 1","26.12.2016"
"Halo 4: Forward Unto Dawn","26.12.2016"
"True Memoirs of an International Assassin","23.12.2016"
"Player","23.12.2016"
"American Sniper","23.12.2016"
"Spectral","22.12.2016"
"Limitless","18.12.2016"
"XOXO","16.12.2016"
"Top Gear: Sesong 20: Episode 6","13.12.2016"
"Fantastic Four","09.12.2016"
"Fresh Prince i Bel-Air: Sesong 2: Will Gets a Job","02.12.2016"
"Street","02.12.2016"
"Prison Break: Sesong 3: Good Fences","02.12.2016"
"Prison Break: Sesong 3: Call Waiting","02.12.2016"
"Prison Break: Sesong 3: Fire / Water","02.12.2016"
"Prison Break: Sesong 3: Orientación","02.12.2016"
"Prison Break: Sesong 2: Sona","02.12.2016"
"Prison Break: Sesong 2: Fin del Camino","29.11.2016"
"Prison Break: Sesong 2: Panama","25.11.2016"
"Gallows","25.11.2016"
"Prison Break: Sesong 2: Wash","23.11.2016"
"Prison Break: Sesong 2: Bad Blood","23.11.2016"
"Prison Break: Sesong 2: Chicago","22.11.2016"
"Prison Break: Sesong 2: The Message","22.11.2016"
"Prison Break: Sesong 2: Buried","21.11.2016"
"Prison Break: Sesong 2: Subdivision","21.11.2016"
"Prison Break: Sesong 2: Map 1213","21.11.2016"
"Prison Break: Sesong 2: First Down","17.11.2016"
"Prison Break: Sesong 2: Scan","16.11.2016"
"Prison Break: Sesong 2: Otis","16.11.2016"
"Prison Break: Sesong 2: Manhunt","16.11.2016"
"Prison Break: Sesong 1: Flight","15.11.2016"
"Prison Break: Sesong 1: Go","15.11.2016"
"Prison Break: Sesong 1: Tonight","15.11.2016"
"Marvel's Luke Cage: Sesong 1: DWYCK","13.11.2016"
"Marvel's Luke Cage: Sesong 1: Blowin' Up the Spot","13.11.2016"
"Prison Break: Sesong 1: The Key","13.11.2016"
"Prison Break: Sesong 1: Bluff","13.11.2016"
"Prison Break: Sesong 1: J-Cat","13.11.2016"
"Prison Break: Sesong 1: Brother's Keeper","13.11.2016"
"Prison Break: Sesong 1: By the Skin and the Teeth","13.11.2016"
"Prison Break: Sesong 1: The Rat","13.11.2016"
"Prison Break: Sesong 1: Odd Man Out","13.11.2016"
"Prison Break: Sesong 1: End of the Tunnel","13.11.2016"
"Prison Break: Sesong 1: And Then There Were 7","12.11.2016"
"Breakout Kings: Sesong 1: Pilotepisode","08.11.2016"
"Marvel's Luke Cage: Sesong 1: Manifest","08.11.2016"
"Marvel's Luke Cage: Sesong 1: Suckas Need Bodyguards","04.11.2016"
"Marvel's Luke Cage: Sesong 1: Just to Get a Rep","03.11.2016"
"Marvel's Luke Cage: Sesong 1: Step in the Arena","03.11.2016"
"Prison Break: Sesong 4: The Final Break","13.10.2016"
"Prison Break: Sesong 4: Killing Your Number","12.10.2016"
"Prison Break: Sesong 4: Rate of Exchange","12.10.2016"
"Prison Break: Sesong 4: Cowboys & Indians","12.10.2016"
"Prison Break: Sesong 4: S.O.B.","09.10.2016"
"Prison Break: Sesong 4: Versus","09.10.2016"
"Prison Break: Sesong 4: The Mother Lode","09.10.2016"
"Prison Break: Sesong 4: The Sunshine State","07.10.2016"
"Marvel's Luke Cage: Sesong 1: Who's Gonna Take the Weight?","07.10.2016"
"Marvel's Luke Cage: Sesong 1: Code of the Streets","07.10.2016"
"Marvel's Luke Cage: Sesong 1: Moment of Truth","07.10.2016"
"Prison Break: Sesong 4: Going Under","07.10.2016"
"Prison Break: Sesong 4: Just Business","07.10.2016"
"Prison Break: Sesong 4: Deal or No Deal","07.10.2016"
"Prison Break: Sesong 4: Selfless","06.10.2016"
"Prison Break: Sesong 4: Quiet Riot","06.10.2016"
"Prison Break: Sesong 4: The Legend","25.09.2016"
"Prison Break: Sesong 4: Greatness Achieved","24.09.2016"
"Prison Break: Sesong 4: The Price","24.09.2016"
"Top Gear: Sesong 19: Episode 1","24.09.2016"
"Prison Break: Sesong 4: Five the Hard Way","24.09.2016"
"Prison Break: Sesong 4: Blow Out","23.09.2016"
"Prison Break: Sesong 4: Safe & Sound","23.09.2016"
"Prison Break: Sesong 4: Eagles & Angels","22.09.2016"
"Prison Break: Sesong 4: Shut Down","22.09.2016"
"Prison Break: Sesong 4: Breaking & Entering","22.09.2016"
"Prison Break: Sesong 4: Scylla","22.09.2016"
"Prison Break: Sesong 3: The Art of the Deal","21.09.2016"
"Top Gear: Sesong 20: Episode 5","20.09.2016"
"Prison Break: Sesong 3: Hell or High Water","20.09.2016"
"Prison Break: Sesong 3: Under & Out","20.09.2016"
"Prison Break: Sesong 3: Dirt Nap","20.09.2016"
"Hachi: A Dog's Tale","20.09.2016"
"Prison Break: Sesong 3: Boxed In","20.09.2016"
"Prison Break: Sesong 3: Bang and Burn","19.09.2016"
"Prison Break: Sesong 3: Vamonos","18.09.2016"
"Prison Break: Sesong 3: Photo Finish","18.09.2016"
"Prison Break: Sesong 3: Interference","18.09.2016"
"Pokémon Serien XY: XY: Kalos Quest: En sjanse til å samarbeide","12.09.2016"
"Need for Speed","11.09.2016"
"Pokémon Serien XY: XY: Bonnie til forsvar","02.09.2016"
"Pokémon Serien XY: XY: Gjenforeningen!","02.09.2016"
"Pokémon Serien XY: XY: Å leve ut artistdrømmen!","02.09.2016"
"Pokémon Serien XY: XY: Den redde redder dagen!","02.09.2016"
"Pokémon Serien XY: XY: Arven skal deles!","02.09.2016"
"Pokémon Serien XY: XY: Oppgjørets time på Shalour Gym!","02.09.2016"
"Pokémon Serien XY: XY: Megaevolusjonens opprinnelse!","02.09.2016"
"Pokémon Serien XY: XY: Kampen om æresgalleriet!","27.08.2016"
"Pokémon Serien XY: XY: Tåkete Pokémon-orientering!","27.08.2016"
"Pokémon Serien XY: XY: Kinosuksess på dag tre!","21.08.2016"
"Pokémon Serien XY: XY: Oppdagelsessommer!","21.08.2016"
"Pokémon Serien XY: XY: Nye venner i skogen!","21.08.2016"
"Pokémon Serien XY: XY: Speilgrotten!","21.08.2016"
"Pokémon Serien XY: XY: Kamper i det blå","21.08.2016"
"Pokémon Serien XY: XY: Skogens forsvarer!","21.08.2016"
"Pokémon Serien XY: XY: Megaevolusjonens bånd!","20.08.2016"
"Pokémon Serien XY: XY: Å overvinne auraen!","20.08.2016"
"Syv liv","20.08.2016"
"Pokémon Serien XY: XY: Aurastormen!","19.08.2016"
"Living on One Dollar","19.08.2016"
"Pokémon Serien XY: XY: En grotte full av prøvelser!","19.08.2016"
"Pokémon Serien XY: XY: Megaavsløringer!","19.08.2016"
"Pokémon Serien XY: XY: Helter – både venner og falske venner!","19.08.2016"
"Pokémon Serien XY: XY: Evolusjonens bånd!","19.08.2016"
"Pokémon Serien XY: XY: Tilbake i kulda!","19.08.2016"
"Pokémon Serien XY: XY: På leting etter en feblomst!","19.08.2016"
"Pokémon Serien XY: XY: En kamp på liv og kake!","19.08.2016"
"Pokémon Serien XY: XY: Klatre opp veggene!","19.08.2016"
"Pokémon Serien XY: XY: Går for gullet","13.08.2016"
"Pokémon Serien XY: XY: En pokévideo for fremtiden!","13.08.2016"
"If I Stay","12.08.2016"
"Pokémon Serien XY: XY: Titlene vinnes på slottet!","11.08.2016"
"Pokémon Serien XY: XY: En konspirasjon å beseire!","11.08.2016"
"Pokémon Serien XY: XY: Å vekke den sovende kjempen!","11.08.2016"
"Pokémon Serien XY: XY: En strøm av ninjavisdom!","10.08.2016"
"Pokémon Serien XY: XY: En sjokkerende ombytting!","10.08.2016"
"Pokémon Serien XY: XY: En skikkelig kamp-appetitt!","10.08.2016"
"Pokémon Serien XY: XY: På leting etter ly for stormen!","10.08.2016"
"Pokémon Serien XY: XY: Barnehagekaos!","10.08.2016"
"Pokémon Serien XY: XY: Å fange en Pokémon-smugler!","10.08.2016"
"Pokémon Serien XY: XY: På villspor i bambusskogen!","10.08.2016"
"Pokémon Serien XY: XY: Mega, mega Meowth-galskap!","10.08.2016"
"Pokémon Serien XY: XY: Clemont har en hemmelighet!","10.08.2016"
"Walt Before Mickey","01.08.2016"
"Pokémon Serien XY: XY: Furfrou i Pokémon-salongen","29.07.2016"
