Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Eirik :)),2023-05-19 15:15:11,00:23:45,Autoplayed: user action: User_Interaction; ,Lucifer: Sesong 5: A Little Harmless Stalking (Episode 13),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:24:03,Not latest view,NO (Norway)
Eirik :)),2023-05-19 14:26:54,00:46:58,Autoplayed: user action: User_Interaction; ,Lucifer: Sesong 5: Daniel Espinoza: Naked and Afraid (Episode 12),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:56:51,00:56:51,NO (Norway)
Eirik :)),2023-05-19 14:25:25,00:01:26,Autoplayed: user action: User_Interaction; ,Lucifer: Sesong 5: Resting Devil Face (Episode 11),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:51:37,00:51:37,NO (Norway)
Eirik :)),2023-05-19 14:23:50,00:01:19,Autoplayed: user action: None; ,"Sesong 1 (Trailer): XO, Kitty",TRAILER,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:01:19,00:01:19,NO (Norway)
Eirik :)),2023-05-19 13:09:44,00:41:41,Autoplayed: user action: User_Interaction; ,Lucifer: Sesong 5: Resting Devil Face (Episode 11),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:50:12,Not latest view,NO (Norway)
Eirik :)),2023-05-19 13:09:10,00:00:16,Autoplayed: user action: None; ,Miniserie (Klipp): McGREGOR FOREVER,HOOK,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:00:16,00:00:16,NO (Norway)
Eirik :)),2023-05-18 15:29:23,00:07:48,,Lucifer: Sesong 5: Resting Devil Face (Episode 11),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:07:54,Not latest view,NO (Norway)
Eirik :)),2023-05-18 14:38:28,00:45:28,Autoplayed: user action: User_Interaction; ,Lucifer: Sesong 5: Bloody Celestial Karaoke Jam (Episode 10),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:58:47,00:58:47,NO (Norway)
Eirik :)),2023-05-18 14:20:16,00:16:06,Autoplayed: user action: User_Interaction; ,Lucifer: Sesong 5: Family Dinner (Episode 9),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:53:40,00:53:40,NO (Norway)
Eirik :)),2023-05-15 15:56:06,00:12:34,Autoplayed: user action: User_Interaction; ,Lucifer: Sesong 5: Family Dinner (Episode 9),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:37:27,Not latest view,NO (Norway)
Eirik :)),2023-05-15 15:55:45,00:00:06,Autoplayed: user action: None; ,Papirhuset (Trailer),TRAILER,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:00:06,00:00:06,NO (Norway)
Eirik :)),2023-05-14 18:17:48,00:23:43,,Lucifer: Sesong 5: Family Dinner (Episode 9),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:23:49,Not latest view,NO (Norway)
Eirik :)),2023-05-14 17:24:13,00:52:44,,Lucifer: Sesong 5: Spoiler Alert (Episode 8),,Google Chromecast Chromecast with GTV 1080P Set Top Box,01:00:40,01:00:40,NO (Norway)
Eirik :)),2023-05-14 08:40:17,00:03:40,,Lucifer: Sesong 5: Spoiler Alert (Episode 8),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:03:46,Not latest view,NO (Norway)
Eirik :)),2023-05-14 08:25:14,00:14:20,Autoplayed: user action: User_Interaction; ,Lucifer: Sesong 5: Our Mojo (Episode 7),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:54:14,00:54:14,NO (Norway)
Eirik :)),2023-05-13 13:06:43,00:00:01,,Formula 1: Drive to Survive: Sesong 1: All to Play For (Episode 1),,Apple iPhone 11,00:01:16,Not latest view,NO (Norway)
Eirik :)),2023-05-13 06:27:01,00:00:07,Autoplayed: user action: None; ,Sesong 1 (Trailer): Never Have I Ever,TRAILER,Safari MAC (Cadmium),00:00:07,00:00:07,NO (Norway)
Eirik :)),2023-05-13 06:25:47,00:00:05,Autoplayed: user action: None; ,Lucifer: Season 1_hook_primary_16x9,HOOK,Safari MAC (Cadmium),00:00:05,00:00:05,NO (Norway)
Eirik :)),2023-05-12 20:23:37,00:38:10,Autoplayed: user action: User_Interaction; ,Lucifer: Sesong 5: Our Mojo (Episode 7),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:38:42,Not latest view,NO (Norway)
Eirik :)),2023-05-12 20:11:51,00:11:23,,Lucifer: Sesong 5: BlueBallz (Episode 6),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:54:38,00:54:38,NO (Norway)
Eirik :)),2023-05-12 20:11:42,00:00:04,Autoplayed: user action: None; ,Lucifer: Season 1_hook_primary_16x9,HOOK,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:00:04,Not latest view,NO (Norway)
Eirik :)),2023-05-11 19:46:23,00:04:42,,Stranger Things: Sesong 1: Raringen på Maple Street (Episode 2),,Safari MAC (Cadmium),00:05:26,Not latest view,NO (Norway)
Eirik :)),2023-05-11 18:27:32,00:46:30,,Stranger Things: Sesong 1: Will Byers forsvinner (Episode 1),,Safari MAC (Cadmium),00:46:30,Not latest view,NO (Norway)
Eirik :)),2023-05-11 18:27:16,00:00:06,Autoplayed: user action: None; ,Stranger Things 4 (Klipp): Stranger Things,HOOK,Safari MAC (Cadmium),00:00:06,Not latest view,NO (Norway)
Eirik :)),2023-05-11 18:26:51,00:00:06,Autoplayed: user action: None; ,Familien Bridgerton: Dronning Charlotte (Klipp 1): Familien Bridgerton: Dronning Charlotte,HOOK,Safari MAC (Cadmium),00:00:06,00:00:06,NO (Norway)
Eirik :)),2023-05-11 18:26:29,00:00:21,Autoplayed: user action: None; ,Breaking Bad: Season 1_hook_04_16x9,HOOK,Safari MAC (Cadmium),00:00:21,00:00:21,NO (Norway)
Eirik :)),2023-05-11 17:58:11,00:00:04,,Sex/Life: Sesong 1: New New York (Episode 4),,Safari MAC (Cadmium),00:29:35,00:29:35,NO (Norway)
Eirik :)),2023-05-11 17:56:15,00:00:11,Autoplayed: user action: None; ,Sesong 1 (Trailer): Familien Bridgerton,TRAILER,Safari MAC (Cadmium),00:00:11,00:00:11,NO (Norway)
Eirik :)),2023-05-11 17:55:29,00:00:04,,Sex/Life: Sesong 1: New New York (Episode 4),,Safari MAC (Cadmium),00:29:31,Not latest view,NO (Norway)
Eirik :)),2023-05-11 17:55:17,00:00:10,Autoplayed: user action: None; ,Sesong 2 (Klipp 2): Sex/Life,HOOK,Safari MAC (Cadmium),00:00:10,00:00:10,NO (Norway)
Eirik :)),2023-05-11 17:55:03,00:00:08,Autoplayed: user action: None; ,Sesong 1 (Trailer): Familien Bridgerton,TRAILER,Safari MAC (Cadmium),00:00:08,Not latest view,NO (Norway)
Eirik :)),2023-05-10 19:09:12,00:10:12,,Lucifer: Sesong 5: BlueBallz (Episode 6),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:41:27,Not latest view,NO (Norway)
Eirik :)),2023-05-10 19:08:59,00:00:01,Autoplayed: user action: None; ,Lucifer: Sesong 3: Infernal Guinea Pig (Episode 16),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:05:02,Not latest view,NO (Norway)
Eirik :)),2023-05-10 19:08:11,00:00:18,Autoplayed: user action: User_Interaction; ,Lucifer: Sesong 3: Infernal Guinea Pig (Episode 16),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:05:04,Not latest view,NO (Norway)
Eirik :)),2023-05-08 20:25:55,00:09:48,Autoplayed: user action: User_Interaction; ,Lucifer: Sesong 5: BlueBallz (Episode 6),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:31:16,Not latest view,NO (Norway)
Eirik :)),2023-05-07 19:56:15,00:21:21,Autoplayed: user action: User_Interaction; ,Lucifer: Sesong 5: BlueBallz (Episode 6),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:21:28,Not latest view,NO (Norway)
Eirik :)),2023-05-07 19:02:09,00:54:00,Autoplayed: user action: User_Interaction; ,Lucifer: Sesong 5: Detective Amenadiel (Episode 5),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:54:07,00:54:07,NO (Norway)
Eirik :)),2023-05-07 18:38:42,00:23:21,Autoplayed: user action: User_Interaction; ,Lucifer: Sesong 5: It Never Ends Well for the Chicken (Episode 4),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:53:51,00:53:51,NO (Norway)
Eirik :)),2023-05-07 12:53:30,00:05:49,Autoplayed: user action: User_Interaction; ,Lucifer: Sesong 5: It Never Ends Well for the Chicken (Episode 4),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:30:35,Not latest view,NO (Norway)
Eirik :)),2023-05-07 12:07:27,00:04:12,,Lucifer: Sesong 5: It Never Ends Well for the Chicken (Episode 4),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:24:54,Not latest view,NO (Norway)
Eirik :)),2023-05-06 13:09:51,00:20:30,Autoplayed: user action: User_Interaction; ,Lucifer: Sesong 5: It Never Ends Well for the Chicken (Episode 4),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:20:44,Not latest view,NO (Norway)
Eirik :)),2023-05-06 10:04:48,00:33:40,Autoplayed: user action: User_Interaction; ,Lucifer: Sesong 5: ¡Diablo! (Episode 3),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:52:30,00:52:30,NO (Norway)
Eirik :)),2023-05-05 20:57:51,00:00:04,Autoplayed: user action: None; ,Heat_hook_03_16x9,HOOK,Safari MAC (Cadmium),00:00:04,00:00:04,NO (Norway)
Eirik :)),2023-05-05 20:56:59,00:00:09,Autoplayed: user action: None; ,Heat_hook_03_16x9,HOOK,Safari MAC (Cadmium),00:00:09,Not latest view,NO (Norway)
Eirik :)),2023-05-05 20:04:21,00:18:05,,Lucifer: Sesong 5: ¡Diablo! (Episode 3),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:18:11,Not latest view,NO (Norway)
Eirik :)),2023-05-05 19:11:14,00:52:32,Autoplayed: user action: User_Interaction; ,Lucifer: Sesong 5: Lucifer! Lucifer! Lucifer! (Episode 2),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:55:51,00:55:51,NO (Norway)
Eirik :)),2023-05-05 19:10:33,00:00:19,Autoplayed: user action: None; ,Trailer: Familien Bridgerton: Dronning Charlotte,TRAILER,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:00:19,00:00:19,NO (Norway)
Eirik :)),2023-05-04 18:49:17,00:00:52,Autoplayed: user action: None; ,Lucifer: Sesong 5: Lucifer! Lucifer! Lucifer! (Episode 2),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:00:58,Not latest view,NO (Norway)
Eirik :)),2023-05-04 18:16:45,00:32:28,,Lucifer: Sesong 5: Really Sad Devil Guy (Episode 1),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:50:03,00:50:03,NO (Norway)
Eirik :)),2023-05-03 19:19:56,00:17:29,,Lucifer: Sesong 5: Really Sad Devil Guy (Episode 1),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:17:35,Not latest view,NO (Norway)
Eirik :)),2023-05-03 18:46:32,00:33:09,Autoplayed: user action: User_Interaction; ,Lucifer: Sesong 4: Who's da New King of Hell? (Episode 10),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:54:18,00:54:18,NO (Norway)
Eirik :)),2023-05-03 17:45:00,00:18:16,,Lucifer: Sesong 4: Who's da New King of Hell? (Episode 10),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:19:16,Not latest view,NO (Norway)
Eirik :)),2023-05-03 16:53:58,00:47:29,Autoplayed: user action: User_Interaction; ,Lucifer: Sesong 4: Save Lucifer (Episode 9),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:50:53,00:50:53,NO (Norway)
Eirik :)),2023-05-02 20:18:20,00:36:37,Autoplayed: user action: User_Interaction; ,Lucifer: Sesong 4: Super Bad Boyfriend (Episode 8),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:50:23,00:50:23,NO (Norway)
Eirik :)),2023-05-02 20:17:55,00:00:11,Autoplayed: user action: None; ,Sesong 1 (Klipp): Goldin: Samleren,HOOK,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:00:11,00:00:11,NO (Norway)
Eirik :)),2023-04-30 14:04:06,00:00:08,,8 Mile,,Google Chromecast V5 Streaming Stick,01:44:33,01:44:33,NO (Norway)
Eirik :)),2023-04-30 14:03:48,00:00:10,,8 Mile,,Google Chromecast V5 Streaming Stick,01:44:24,Not latest view,NO (Norway)
Eirik :)),2023-04-30 08:37:37,00:13:41,,Lucifer: Sesong 4: Super Bad Boyfriend (Episode 8),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:13:47,Not latest view,NO (Norway)
Eirik :)),2023-04-30 07:51:36,00:45:37,Autoplayed: user action: User_Interaction; ,Lucifer: Sesong 4: Devil Is as Devil Does (Episode 7),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:47:34,00:47:34,NO (Norway)
Eirik :)),2023-04-30 07:16:43,00:34:48,Autoplayed: user action: User_Interaction; ,Lucifer: Sesong 4: Orgy Pants to Work (Episode 6),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:48:48,00:48:48,NO (Norway)
Eirik :)),2023-04-29 16:16:45,00:14:43,,Lucifer: Sesong 4: Orgy Pants to Work (Episode 6),,Safari MAC (Cadmium),00:14:43,Not latest view,NO (Norway)
Eirik :)),2023-04-29 13:49:51,00:00:04,Autoplayed: user action: None; ,Lucifer: Sesong 4: Orgy Pants to Work (Episode 6),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:00:10,Not latest view,NO (Norway)
Eirik :)),2023-04-29 13:03:11,00:46:21,Autoplayed: user action: User_Interaction; ,Lucifer: Sesong 4: Expire Erect (Episode 5),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:48:56,00:48:56,NO (Norway)
Eirik :)),2023-04-29 12:58:08,00:04:59,,Lucifer: Sesong 4: All About Eve (Episode 4),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:47:29,00:47:29,NO (Norway)
Eirik :)),2023-04-29 09:53:01,00:17:35,,Lucifer: Sesong 4: All About Eve (Episode 4),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:42:32,Not latest view,NO (Norway)
Eirik :)),2023-04-28 19:55:11,00:24:36,,Lucifer: Sesong 4: All About Eve (Episode 4),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:24:42,Not latest view,NO (Norway)
Eirik :)),2023-04-28 19:19:22,00:35:38,Autoplayed: user action: User_Interaction; ,"Lucifer: Sesong 4: O, Ye of Little Faith, Father (Episode 3)",,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:48:01,00:48:01,NO (Norway)
Eirik :)),2023-04-28 15:28:59,01:46:07,,The Bourne Ultimatum,,Safari MAC (Cadmium),01:46:07,01:46:07,NO (Norway)
Eirik :)),2023-04-28 15:28:53,00:00:04,Autoplayed: user action: None; ,The Bourne Ultimatum_hook_primary_16x9,HOOK,Safari MAC (Cadmium),00:00:04,00:00:04,NO (Norway)
Eirik :)),2023-04-28 10:50:10,00:08:12,,The Bourne Supremacy,,Safari MAC (Cadmium),01:42:08,01:42:08,NO (Norway)
Eirik :)),2023-04-28 09:07:01,00:20:29,,The Bourne Supremacy,,Safari MAC (Cadmium),01:33:56,Not latest view,NO (Norway)
Eirik :)),2023-04-27 20:08:02,00:50:26,,The Bourne Supremacy,,Safari MAC (Cadmium),01:13:26,Not latest view,NO (Norway)
Eirik :)),2023-04-27 16:50:08,00:23:00,,The Bourne Supremacy,,Safari MAC (Cadmium),00:23:00,Not latest view,NO (Norway)
Eirik :)),2023-04-27 16:49:37,00:00:29,Autoplayed: user action: None; ,The Bourne Supremacy_hook_primary_16x9,HOOK,Safari MAC (Cadmium),00:00:29,00:00:29,NO (Norway)
Eirik :)),2023-04-27 16:48:45,00:00:10,Autoplayed: user action: None; ,Drive_hook_05_16x9,HOOK,Safari MAC (Cadmium),00:00:10,00:00:10,NO (Norway)
Eirik :)),2023-04-27 16:48:02,00:00:06,Autoplayed: user action: None; ,Mission: Impossible - Ghost Protocol_hook_primary_16x9,HOOK,Safari MAC (Cadmium),00:00:06,Not latest view,NO (Norway)
Eirik :)),2023-04-27 16:44:34,00:00:31,Autoplayed: user action: None; ,Miniserie (Klipp): Sykepleieren,HOOK,Safari MAC (Cadmium),00:00:31,00:00:31,NO (Norway)
Eirik :)),2023-04-24 20:34:12,00:11:51,,"Lucifer: Sesong 4: O, Ye of Little Faith, Father (Episode 3)",,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:11:57,Not latest view,NO (Norway)
Eirik :)),2023-04-24 20:01:01,00:32:46,Autoplayed: user action: User_Interaction; ,Lucifer: Sesong 4: Somebody’s Been Reading Dante’s Inferno (Episode 2),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:48:20,00:48:20,NO (Norway)
Eirik :)),2023-04-24 14:03:42,00:13:30,Autoplayed: user action: User_Interaction; ,Lucifer: Sesong 4: Somebody’s Been Reading Dante’s Inferno (Episode 2),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:13:36,Not latest view,NO (Norway)
Eirik :)),2023-04-24 13:16:02,00:47:18,Autoplayed: user action: User_Interaction; ,Lucifer: Sesong 4: Everything's Okay (Episode 1),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:47:15,00:47:15,NO (Norway)
Eirik :)),2023-04-24 13:08:11,00:07:10,Autoplayed: user action: User_Interaction; ,Lucifer: Sesong 3: Once Upon a Time (Episode 26),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:43:00,00:43:00,NO (Norway)
Eirik :)),2023-04-24 11:51:47,00:29:03,Autoplayed: user action: User_Interaction; ,Lucifer: Sesong 3: Once Upon a Time (Episode 26),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:35:28,Not latest view,NO (Norway)
Eirik :)),2023-04-24 11:22:36,00:28:50,Autoplayed: user action: User_Interaction; ,Lucifer: Sesong 3: Boo Normal (Episode 25),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:43:09,00:43:09,NO (Norway)
Eirik :)),2023-04-23 23:03:30,00:13:31,Autoplayed: user action: User_Interaction; ,Lucifer: Sesong 3: Boo Normal (Episode 25),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:13:44,Not latest view,NO (Norway)
Eirik :)),2023-04-23 22:23:39,00:39:27,Autoplayed: user action: User_Interaction; ,Lucifer: Sesong 3: A Devil of My Word (Episode 24),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:43:02,00:43:02,NO (Norway)
Eirik :)),2023-04-23 21:43:16,00:39:56,Autoplayed: user action: User_Interaction; ,Lucifer: Sesong 3: Quintessential Deckerstar (Episode 23),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:43:20,00:43:20,NO (Norway)
Eirik :)),2023-04-23 21:38:22,00:04:49,,Lucifer: Sesong 3: All Hands on Decker (Episode 22),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:43:19,00:43:19,NO (Norway)
Eirik :)),2023-04-23 16:08:26,02:02:47,,Inside Man,,Google Chromecast V5 Streaming Stick,02:03:15,02:03:15,NO (Norway)
Eirik :)),2023-04-23 16:08:07,00:00:12,,Inside Man,,Google Chromecast V5 Streaming Stick,00:00:12,Not latest view,NO (Norway)
Eirik :)),2023-04-23 14:35:39,00:37:28,Autoplayed: user action: User_Interaction; ,Lucifer: Sesong 3: All Hands on Decker (Episode 22),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:38:30,Not latest view,NO (Norway)
Eirik :)),2023-04-23 13:55:01,00:40:11,Autoplayed: user action: User_Interaction; ,Lucifer: Sesong 3: Anything Pierce Can Do I Can Do Better (Episode 21),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:43:19,00:43:19,NO (Norway)
Eirik :)),2023-04-23 13:36:53,00:17:31,Autoplayed: user action: User_Interaction; ,Lucifer: Sesong 3: The Angel of San Bernardino (Episode 20),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:43:21,00:43:21,NO (Norway)
Eirik :)),2023-04-23 13:34:27,00:02:12,,Trailer: One More Time,TRAILER,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:02:12,00:02:12,NO (Norway)
Eirik :)),2023-04-23 10:33:14,00:21:55,Autoplayed: user action: User_Interaction; ,Lucifer: Sesong 3: The Angel of San Bernardino (Episode 20),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:22:11,Not latest view,NO (Norway)
Eirik :)),2023-04-23 10:32:33,00:00:11,Autoplayed: user action: None; ,Sesong 4: Percy (Klipp): The Sinner,HOOK,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:00:11,00:00:11,NO (Norway)
Eirik :)),2023-04-22 23:11:12,00:18:53,Autoplayed: user action: User_Interaction; ,Lucifer: Sesong 3: Orange Is the New Maze (Episode 19),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:43:05,00:43:05,NO (Norway)
Eirik :)),2023-04-22 12:30:07,00:23:38,,Lucifer: Sesong 3: Orange Is the New Maze (Episode 19),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:24:13,Not latest view,NO (Norway)
Eirik :)),2023-04-22 11:47:36,00:42:23,Autoplayed: user action: User_Interaction; ,Lucifer: Sesong 3: The Last Heartbreak (Episode 18),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:43:19,00:43:19,NO (Norway)
Eirik :)),2023-04-22 11:19:29,00:26:58,Autoplayed: user action: User_Interaction; ,Lucifer: Sesong 3: Let Pinhead Sing! (Episode 17),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:43:21,00:43:21,NO (Norway)
Eirik :)),2023-04-22 09:12:34,00:15:21,,Lucifer: Sesong 3: Let Pinhead Sing! (Episode 17),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:16:07,Not latest view,NO (Norway)
Eirik :)),2023-04-22 08:33:54,00:38:34,Autoplayed: user action: User_Interaction; ,Lucifer: Sesong 3: Infernal Guinea Pig (Episode 16),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:43:13,Not latest view,NO (Norway)
Eirik :)),2023-04-21 17:02:24,00:00:48,Autoplayed: user action: None; ,Sesong 1 (Klipp): Alex Schwazer: Den lange veien tilbake,HOOK,Safari MAC (Cadmium),00:00:00,00:00:00,NO (Norway)
Eirik :)),2023-04-21 14:03:27,00:04:05,,Lucifer: Sesong 3: Infernal Guinea Pig (Episode 16),,Safari MAC (Cadmium),00:04:41,Not latest view,NO (Norway)
Eirik :)),2023-04-21 13:46:22,00:16:54,,Lucifer: Sesong 3: High School Poppycock (Episode 15),,Safari MAC (Cadmium),00:42:54,00:42:54,NO (Norway)
Eirik :)),2023-04-21 13:46:08,00:00:10,Autoplayed: user action: None; ,Miniserie (Klipp 2): Sjimpansenes rike,HOOK,Safari MAC (Cadmium),00:00:10,00:00:10,NO (Norway)
Eirik :)),2023-04-18 20:20:16,00:19:24,Autoplayed: user action: User_Interaction; ,Lucifer: Sesong 3: High School Poppycock (Episode 15),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:23:44,Not latest view,NO (Norway)
Eirik :)),2023-04-18 08:55:45,00:03:46,,Lucifer: Sesong 3: High School Poppycock (Episode 15),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:04:24,Not latest view,NO (Norway)
Eirik :)),2023-04-18 08:34:17,00:16:47,Autoplayed: user action: User_Interaction; ,Lucifer: Sesong 3: My Brother's Keeper (Episode 14),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:43:18,00:43:18,NO (Norway)
Eirik :)),2023-04-17 20:47:20,00:00:10,Autoplayed: user action: None; ,Trailer: Stutz,TRAILER,Safari MAC (Cadmium),00:00:10,00:00:10,NO (Norway)
Eirik :)),2023-04-17 20:44:23,00:00:04,Autoplayed: user action: None; ,Trailer: If Anything Happens I Love You,TRAILER,Safari MAC (Cadmium),00:00:04,00:00:04,NO (Norway)
Eirik :)),2023-04-16 19:32:49,00:23:41,,Lucifer: Sesong 3: My Brother's Keeper (Episode 14),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:24:19,Not latest view,NO (Norway)
Eirik :)),2023-04-16 19:27:44,00:04:59,,Lucifer: Sesong 3: 'Til Death Do Us Part (Episode 13),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:43:09,00:43:09,NO (Norway)
Eirik :)),2023-04-16 19:08:48,02:39:15,,Django Unchained,,Safari MAC (Cadmium),02:42:10,02:42:10,NO (Norway)
Eirik :)),2023-04-16 18:02:05,00:29:12,Autoplayed: user action: User_Interaction; ,Lucifer: Sesong 3: 'Til Death Do Us Part (Episode 13),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:38:12,Not latest view,NO (Norway)
Eirik :)),2023-04-16 14:49:38,00:02:55,,Django Unchained,,Safari MAC (Cadmium),00:02:55,Not latest view,NO (Norway)
Eirik :)),2023-04-16 14:47:43,00:00:05,Autoplayed: user action: None; ,Jarhead_hook_03_16x9,HOOK,Safari MAC (Cadmium),00:00:05,00:00:05,NO (Norway)
Eirik :)),2023-04-16 08:53:14,00:08:00,,Lucifer: Sesong 3: 'Til Death Do Us Part (Episode 13),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:08:44,Not latest view,NO (Norway)
Eirik :)),2023-04-16 08:41:33,00:11:35,Autoplayed: user action: User_Interaction; ,Lucifer: Sesong 3: All About Her (Episode 12),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:43:17,00:43:17,NO (Norway)
Eirik :)),2023-04-16 08:40:59,00:00:08,Autoplayed: user action: None; ,Terrorism Close Calls: Season 1_hook_02_16x9,HOOK,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:00:08,00:00:08,NO (Norway)
Eirik :)),2023-04-15 15:35:33,00:22:03,,Lucifer: Sesong 3: All About Her (Episode 12),,Safari MAC (Cadmium),00:31:45,Not latest view,NO (Norway)
Eirik :)),2023-04-15 15:35:17,00:00:07,Autoplayed: user action: None; ,Lucifer: Season 2_hook_primary_16x9,HOOK,Safari MAC (Cadmium),00:00:07,00:00:07,NO (Norway)
Eirik :)),2023-04-15 15:35:02,00:00:03,,Lucifer: Sesong 3: Mr. and Mrs. Mazikeen Smith (Episode 3),,Safari MAC (Cadmium),00:00:03,00:00:03,NO (Norway)
Eirik :)),2023-04-15 11:33:38,00:07:52,Autoplayed: user action: None; ,Lucifer: Sesong 3: All About Her (Episode 12),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:08:35,Not latest view,NO (Norway)
Eirik :)),2023-04-15 10:49:57,00:42:08,Autoplayed: user action: User_Interaction; ,Lucifer: Sesong 3: City of Angels? (Episode 11),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:43:07,00:43:07,NO (Norway)
Eirik :)),2023-04-15 10:11:55,00:37:31,Autoplayed: user action: User_Interaction; ,Lucifer: Sesong 3: The Sin Bin (Episode 10),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:42:58,00:42:58,NO (Norway)
Eirik :)),2023-04-15 10:04:43,00:07:00,Autoplayed: user action: User_Interaction; ,Lucifer: Sesong 3: The Sinnerman (Episode 9),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:43:10,00:43:10,NO (Norway)
Eirik :)),2023-04-15 10:04:12,00:00:16,Autoplayed: user action: None; ,Designated Survivor (Trailer),TRAILER,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:00:16,00:00:16,NO (Norway)
Eirik :)),2023-04-14 19:33:56,00:33:50,Autoplayed: user action: User_Interaction; ,Lucifer: Sesong 3: The Sinnerman (Episode 9),,Google Chromecast Chromecast with GTV 1080P Set Top Box,00:34:35,Not latest view,NO (Norway)
